800,130.83668,-12.458684
801,130.83668,-12.458684
804,130.873315,-12.428017
810,130.866242,-12.381806
810,130.8502369,-12.39614166
810,130.8885151,-12.35911956
810,130.8959029,-12.35811947
811,130.866242,-12.381806
812,130.89047,-12.39124885
812,130.9209831,-12.34638634
812,130.9268602,-12.38479951
812,130.916098,-12.404778
813,130.916098,-12.404778
814,130.866242,-12.381806
820,130.873315,-12.428017
820,130.8664593,-12.4255956
820,130.880692,-12.4123871
821,136.947051,-13.643283
822,136.947051,-13.643283
822,136.4612078,-13.98119125
822,136.5909616,-13.91698485
822,133.3848319,-12.9305044
822,130.3496894,-11.6035121
822,130.6831805,-12.53818467
822,131.1942977,-12.50224007
822,130.9175773,-12.68983104
822,131.8449886,-13.50171859
822,130.6320309,-12.79290292
822,130.5103483,-12.62538633
822,130.9320173,-13.17350435
822,130.8605303,-12.55219169
822,130.8766339,-12.45079537
822,130.8116588,-12.84045347
822,131.4120025,-14.5318367
822,132.1914189,-11.34530652
822,130.9188279,-12.90975469
822,131.1688363,-13.02119253
822,131.038648,-12.91652424
822,130.995425,-12.505532
822,131.48274,-13.81785615
822,130.9027533,-12.48005564
822,136.4330338,-12.44602304
822,130.940905,-12.48861681
822,131.0031474,-13.12725377
822,130.9517827,-13.06448685
822,131.0700157,-12.79587253
822,131.0515258,-12.53862952
822,135.5864427,-12.00777086
822,131.0799794,-12.17971082
822,133.4548484,-11.4973068
822,133.0492311,-12.34692447
822,130.9036719,-12.45024526
822,131.4058522,-12.34404225
822,131.1007772,-12.68638471
822,132.4751149,-12.8662473
822,131.2102168,-12.37090569
822,131.1944707,-12.93083352
822,130.8462398,-13.25317338
822,131.1457668,-12.66634037
822,130.7615787,-12.44295777
822,130.7085705,-13.70834554
822,131.3574052,-13.19932137
822,130.951697,-12.379529
822,134.9172943,-12.10344037
822,136.202001,-13.77934879
822,132.5724813,-11.14470594
822,131.751956,-13.02955913
822,131.0779057,-12.29096291
822,130.7310542,-13.72157548
822,130.4543865,-14.62289167
822,129.8834932,-14.33497868
822,135.727696,-14.28113146
822,135.7946389,-13.95994028
822,130.082796,-14.1456977
822,130.4214678,-11.39026066
822,131.8321645,-12.54034189
822,130.3707089,-13.05159634
822,134.9259152,-12.32899612
822,131.1214742,-13.38650542
822,131.0198663,-12.99988524
822,131.0258358,-13.18414806
822,129.6399677,-14.20132457
822,130.619275,-14.03882235
822,130.9502272,-12.46528731
822,131.1875059,-11.51399925
822,131.1778852,-13.08686447
822,130.9609622,-12.75687265
822,131.0936969,-12.05953061
822,131.236971,-12.66325075
822,133.3782542,-11.65786276
822,133.6471255,-12.25508592
822,130.9100115,-12.54731927
822,130.9321025,-12.45712713
822,130.6254299,-11.75841975
828,130.932068,-12.432024
829,130.9597671,-12.45763297
830,130.9580765,-12.52139649
830,130.974879,-12.475071
831,130.974879,-12.475071
832,130.9936551,-12.49684676
832,130.9830307,-12.51562954
832,130.957712,-12.502817
832,131.0063506,-12.49297483
832,131.0058233,-12.51070433
834,131.0234875,-12.54686461
835,131.0415,-12.5231
835,131.013741,-12.452568
836,131.100668,-12.557754
836,131.1272564,-12.58487247
837,131.016647,-12.704767
837,131.094044,-12.64187171
838,131.0067348,-12.71878122
839,131.0402017,-12.52001124
840,130.3529386,-12.72451307
840,130.5109414,-12.76554875
840,130.4518371,-12.71366907
841,130.969862,-12.81922863
845,131.038475,-13.045118
846,131.095002,-13.210299
847,131.759154,-14.012122
850,132.1721041,-14.46369137
850,132.2418315,-14.4161067
850,132.365352,-14.195911
850,132.2874375,-14.46576308
850,132.2598385,-14.48180579
850,132.3888705,-14.43162875
851,137.050719,-15.711424
852,134.3769898,-16.07839
852,129.4842959,-15.90897497
852,132.8673924,-14.52664756
852,137.050719,-15.711424
852,133.3001701,-14.43207837
852,132.1841678,-14.5501072
852,133.5378622,-16.23196977
852,130.534439,-15.09737856
852,129.6208296,-17.80951107
852,134.3037985,-13.65022603
852,135.8076202,-17.82741422
852,130.8021087,-17.41926848
852,131.6691884,-15.4019318
852,131.8172473,-13.99360017
852,133.546834,-15.07384438
852,131.9083299,-14.5152899
852,134.1976975,-14.15932656
852,130.3336523,-16.34525224
852,133.5636211,-13.53798419
852,131.0885202,-18.22634802
852,133.292842,-14.96147762
852,130.832639,-17.44449505
852,134.936628,-15.104596
852,132.864374,-14.524609
852,133.0434117,-14.96983009
852,135.9389164,-16.26282987
852,134.0797817,-15.2254374
852,134.7440734,-14.73158731
852,132.5362579,-14.11434123
852,136.8142529,-15.66080497
852,131.215146,-16.79514658
852,136.9827659,-16.75852817
852,132.6120699,-15.65938858
852,132.7009096,-18.61662725
852,130.4960315,-15.66155041
852,131.8014849,-16.54851117
852,132.2980338,-14.49121431
852,132.539518,-14.55560838
852,131.5356628,-16.66340592
852,133.952899,-20.02830877
852,134.9242872,-14.43717242
852,130.8418661,-16.4525888
853,132.3791217,-14.53113365
853,132.417121,-14.558122
854,136.424191,-16.503809
854,136.3091159,-16.070754
860,134.173599,-19.641301
861,134.463153,-18.251528
862,134.463153,-18.251528
862,137.4667145,-16.79698963
862,137.6072968,-18.45128815
862,134.055559,-17.60786065
862,135.5134605,-18.92862068
870,133.86314,-23.702291
870,133.853957,-23.6967102
870,133.8633044,-23.67527346
870,133.8678028,-23.69234565
870,133.8867138,-23.71460854
870,133.8971833,-23.69030677
870,133.8660005,-23.71080361
870,133.9010002,-23.70326702
870,133.8823863,-23.6730301
870,133.8740968,-23.71393895
870,133.7578528,-23.75188561
871,131.298809,-21.949513
872,131.298809,-21.949513
